,awb,breadth,buyer_city,buyer_pin,cancelled_date,current_status,delivered_date,delivery_attempt_count,dispatch_date,heavy,height,last_mile_arrival_date,last_modified,length,order_created_date,order_id,price,product_category,product_id,product_name,product_price,product_qty,promised_date,return_cause,reverse_logistics_booked_date,reverse_logistics_date,reverse_logistics_delivered_date,rto_date,rto_delivered_date,seller_city,seller_pin,shipper_confirmation_date,shipper_name,shipping_cost,weight
272,51557,89,South Virge,39843,,SHP,,1,2015-12-17 14:07:14,True,40,,2015-12-04 00:24:08,36,2015-12-07 21:09:26,3fac16d1-c3a6-4435-8900-5c3618bdfd5e,457957,ComputersandPeripherals,57dea38e-5a28-472e-8697-2f5d1fb707a8,Imported Cake And Cookies Decoration Sugarcraft Tool,401374,1,2015-12-21 18:02:16,,,,,,,Garnetmouth,05450,2015-12-12 09:37:57,SHPR2,237,27
273,499802,57,Port Philomenaland,54580,,DEL,2015-12-19 12:33:06,1,2015-12-17 21:28:20,False,42,2015-12-19 07:13:49,2015-12-06 01:55:59,44,2015-12-12 19:50:50,877e2483-c5d3-4c5c-b74b-62c408b13409,409255,ComputersandPeripherals,80eccbab-1ef6-4a46-9fb6-9976e3a6f856,Charming Charlie Silver Metal Analog Round Shape Watch For Men,945128,17,2015-12-22 18:26:36,,,,,,,South Verniaville,56469,2015-12-17 10:14:58,SHPR2,674,79
274,995843,84,South Emeryville,50381,,ITR,,1,2015-12-19 19:52:40,False,18,2015-12-21 02:12:11,2015-12-07 02:46:06,24,2015-12-14 03:09:12,5c1abff2-27ff-483a-8a3e-a2bd668d4086,206833,Mobiles,d4b76b10-3de8-41ed-9b35-e422a7c0fce0,Fastrack P206BK1P Sunglasses,420020,11,2015-12-22 21:08:10,,,,,,,West Euniceview,98007,2015-12-19 15:06:20,SHPR3,905,92
275,928195,35,West Alois,60816,,SHP,,1,2015-12-16 08:54:12,False,88,,2015-12-20 04:34:21,62,2015-12-03 14:57:47,8bcb34dd-672c-48c1-a153-494a34c96496,762960,PowerBanks,c7a16d2d-eb3a-4a27-a322-56a0f2fad7c0,Kingston Data Traveler 16GB SE9 Pen Drive Steel Body,718191,11,2015-12-22 18:09:05,,,,,,,Lockmanland,46192,2015-12-16 07:57:24,SHPR7,740,26
276,359461,9,Suziefurt,93112,,CTD,,1,,False,90,,2015-12-21 17:36:31,87,2015-12-08 14:15:54,1eef9229-1a96-4596-935f-af9c7502de2b,816714,ComputersandPeripherals,242ea06f-82b1-4d91-8cd6-bf1b6743694c,Fastrack 6122SM01 Women Watch,959445,18,2015-12-20 22:40:37,,,,,,,Jameystad,92943,,SHPR2,753,48
277,345778,10,New Taina,54496,,DEL,2015-12-21 11:05:01,4,2015-12-20 03:16:56,True,68,2015-12-20 09:30:49,2015-12-30 19:19:01,99,2015-12-02 09:16:07,6bbd23b4-0bdc-493a-aaad-b67b0b763aae,82792,Sports,df6efd52-1b8e-4087-a320-bb56057315de,SonyMicroSD8GBMemoryCard,463173,38,2015-12-22 14:23:47,,,,,,,Granttown,95260,2015-12-07 22:31:18,SHPR6,905,18
278,225027,92,Considineton,45918,,RTO,,5,2015-12-18 11:29:21,True,60,2015-12-19 23:00:58,2015-12-29 15:06:32,68,2015-12-10 04:25:04,93bafb6a-a26c-46fc-a17f-becfea95e7b1,120618,Sports,8e4bd62b-ee5e-4d0f-be06-ff74eb1a1193,Fastrack 6122SM01 Women Watch,917998,39,2015-12-20 09:24:00,person_unavailable,,,,2015-12-07 18:52:15,2015-12-12 00:45:54,South Tommy,69880,2015-12-17 21:26:55,SHPR5,75,20
279,349341,76,New Ambers,04632,,RTN,,1,,False,48,,2015-12-10 17:43:31,13,2015-12-08 21:08:46,546ee1b8-974d-4c1b-a42a-3566a1de34bc,168245,Mobiles,555be05c-d83e-48a3-bc0c-18d549988fc6,Birde Worthy Black Kitchen Tools Set of 6 Pcs,202580,16,,others,2015-12-18 16:27:36,2015-12-24 01:56:58,2015-12-01 06:37:47,,,Bogisichfort,44017,,SHPR1,789,21
280,884300,54,North Cher,59112,2015-12-21 05:08:06,CAN,,1,2015-12-20 16:30:20,False,55,2015-12-20 22:17:09,2015-12-25 16:48:55,12,2015-12-08 01:27:21,50a068b4-2550-4fd6-879a-2c6e619d164e,801747,Luggage,873e6cd7-70c5-418a-b049-3b12ddc7959d,Gansta Gray Non Metal Mirrored Wayfarer Sunglasses (Size: Medium),775891,24,2015-12-21 06:03:02,,,,,2015-12-12 10:52:16,2015-12-30 18:46:50,Purdychester,88060,2015-12-11 09:57:47,SHPR2,432,98
281,136299,37,Murraystad,78794,,SHP,,1,2015-12-20 01:38:44,True,44,,2015-12-20 02:47:16,95,2015-12-04 11:28:09,bfa3ab07-92ce-4f4e-b898-e3c7d81866a1,274972,Mobiles,e8f482b8-c664-4817-ad71-0949c394193d,Mt Zone 5600 Mah Black Power Bank,471346,5,2015-12-21 19:14:52,,,,,,,Lake Aricton,58230,2015-12-09 23:47:23,SHPR6,303,82
282,733681,15,Bertborough,32153,,CTD,,1,,False,4,,2015-12-14 19:08:06,20,2015-12-09 06:44:41,dc469ebb-e53d-4dc0-a085-878c2a8562e7,5033,Sports,6606b644-a9f1-4f24-bbd8-099750b14a26,Hultung Mens Denim Regular Fit Jeans With Free Wallet-watch-sunglass-belt (Size: 36),272236,35,2015-12-22 06:46:35,,,,,,,East Bettye,20605,,SHPR1,447,11
283,320545,89,East Brianne,58565,,RTN,,1,,False,60,,2015-12-18 06:52:26,77,2015-12-09 11:49:14,e3ddada2-9cc3-4359-8e4f-62885714f0f3,876364,ComputersandPeripherals,58ac96e1-2735-4c59-9c2a-043512d08d31,MICROMAX X070 Multi,550643,2,,incorrect_product,2015-12-02 10:55:15,2015-12-29 18:42:12,2015-12-18 22:52:35,,,Legrosmouth,39804,,SHPR7,63,54
284,308432,33,New Cletus,43834,,DEL,2015-12-22 06:50:44,5,2015-12-20 19:09:31,True,71,2015-12-20 21:06:37,2015-12-18 10:16:17,31,2015-12-06 18:47:01,01dfd157-7483-43c9-91a1-61db700d723d,443687,PowerBanks,fcb2f2ba-d95d-44c5-8d0b-2946c92e8c62,Ishin Georgette Pink Saree With Blouse Piece,53586,5,2015-12-21 14:06:02,,,,,,,Bradlyton,64690,2015-12-19 22:05:59,SHPR4,645,11
285,894742,94,Beckerchester,11127,,ITR,,1,2015-12-20 03:25:04,False,55,2015-12-21 19:24:20,2015-12-27 01:00:45,92,2015-12-09 06:28:51,e71f80df-d16f-46df-a092-101c162f6fc3,172153,Fitness,87363b0f-5092-4ea4-a868-7cdb0a0b5adb,Link+ Power Bank 5200mAh BLACK RED with Original SAMSUNG Cells,939153,39,2015-12-22 23:11:11,,,,,,,Parkerview,85366,2015-12-16 10:09:44,SHPR5,674,39
286,198490,17,West Tavontown,97774,,SHP,,1,2015-12-18 23:20:58,True,51,,2015-12-16 03:54:37,98,2015-12-10 12:33:17,d1cbd5cf-0d86-4e8b-9208-31b17c8327bb,277369,Tablets,ca51c36b-1cd2-4ac2-9b77-b39023e526c3,First Lady Black & Gold Geoegette Bollywwod Designer Saree,783631,24,2015-12-21 21:31:21,,,,,,,Jacobiburgh,97195,2015-12-18 00:15:46,SHPR7,672,92
287,351903,92,Lake Jimstad,93449,,CTD,,6,,False,60,,2015-12-18 16:12:49,54,2015-12-01 18:01:34,c844f941-e495-4ef4-8ac9-593025cd08fd,540248,Furnishing,3b9c739f-e2cd-4c48-b6f5-61b72fcb2ba8,Lappymaster 12000mAh Bar shape Power Bank - White,896473,25,2015-12-21 13:36:15,,,,,,,New Branden,20135,,SHPR4,373,40
288,704705,65,Zboncaktown,17654,,RTN,,1,,False,58,,2015-12-22 12:59:07,41,2015-12-10 17:29:05,afc72cea-c050-4e77-8111-1a924666511d,344405,Decoratives,832332c0-694a-4e67-8775-5fc8f13c4610,Store Nyn Black Men's Slip-on Office Shoes (Size: 10),289434,18,,incorrect_product,2015-12-21 02:26:24,2015-12-12 02:05:45,2015-12-23 11:57:24,,,Predovicberg,66846,,SHPR7,347,4
289,574980,23,Hammesfort,66629,,SHP,,1,2015-12-12 21:39:50,False,18,,2015-12-11 15:59:52,28,2015-12-03 19:22:22,f4e0fc25-af92-4e53-9ff3-2580e8eb68ba,809332,ComputersandPeripherals,e0f9abfb-79b7-448a-83ee-e105258b10be,Gioiabazar Clear Tpu Gel Silicone Rubber Soft Case For Iphone 4 4s 4g,670997,8,2015-12-19 05:48:41,,,,,,,North Brown,27996,2015-12-12 08:01:19,SHPR4,53,44
290,219279,28,Wildamouth,88871,,SHP,,6,2015-12-16 22:50:06,False,99,,2015-12-15 15:43:47,39,2015-12-09 17:12:11,8365c7f5-03a4-4b7a-b4b3-1df743423fa8,822099,Furnishing,85fd3dd1-1260-445a-835e-f01f3af588f0,Zerk Silver Butterfly Watch For Women,253493,36,2015-12-18 04:09:34,,,,,,,South Elizabet,98020,2015-12-14 19:23:59,SHPR4,16,90
291,108562,22,Port Mikalahmouth,63013,,ITR,,1,2015-12-19 20:53:50,True,64,2015-12-20 01:29:26,2015-12-16 18:21:19,88,2015-12-14 09:26:43,15ef837b-1c65-463a-ba7d-1e4f79a71fb9,481335,ComputersandPeripherals,02429ea7-1675-4174-8736-b9412ee102c1,BLACK BL1036 GreyBlue Aviator Sunglasses,508296,6,2015-12-20 08:35:29,,,,,,,Shemarbury,60708,2015-12-17 02:25:26,SHPR1,832,61
292,512606,54,South Chauncyside,88902,,DEL,2015-12-22 20:50:33,1,2015-12-20 16:09:21,True,91,2015-12-20 19:07:55,2015-12-30 15:14:23,85,2015-12-13 21:42:15,348d2d2b-859e-4add-a74e-ac37c716a8c8,92431,Clothing,2aafa2ee-e9bf-47f0-937f-95419b7b7c05,Sukuma Designer Border Blue Saree,167175,27,2015-12-22 12:16:04,,,,,,,West Latrinaland,71176,2015-12-15 12:55:04,SHPR3,490,13
293,943380,32,North Pat,98806,,DEL,2015-12-22 04:43:03,1,2015-12-14 10:02:46,False,75,2015-12-17 17:27:04,2015-12-10 08:22:34,41,2015-12-03 08:52:19,56e8255a-29dd-4624-81c4-9fef7b14b8b7,227686,PowerBanks,cbee2494-46b5-4a08-9925-66f7d3899d8b,Learn ANDROID APP. DEVELOPMENT  iPHONE APP. DEVELOPMENT and ADOBE FLASH (Inception Success Series - 3 CDs),758899,32,2015-12-18 00:32:03,,,,,,,New Philo,58725,2015-12-06 18:16:41,SHPR5,383,20
294,484061,93,Thompsonfurt,84322,,SHP,,1,2015-12-17 09:29:52,True,47,,2015-12-07 21:07:28,9,2015-12-07 20:13:25,9181d20f-d5c1-4b4d-b26d-9bca67e8909a,631152,Luggage,8820e74b-1670-48ba-a7fc-cf87ea7e3ad2,Micromax Canvas Blaze HD EG116 black,748809,10,2015-12-21 18:36:00,,,,,,,Fitzgeraldshire,73741,2015-12-07 21:53:39,SHPR2,895,21
295,654563,51,East Edson,88307,,DEL,2015-12-21 06:02:35,1,2015-12-18 19:51:18,True,67,2015-12-20 07:22:33,2015-12-26 11:02:43,6,2015-12-10 14:53:40,4b3540f9-611b-4224-83d1-000c9ea30d80,356250,ComputersandPeripherals,4fd9d8bd-bfcd-4e07-bced-5df1baeccb1b,Micromax Canvas Pep Q371 Smart Mobile Phone  Blue,12642,17,2015-12-20 14:31:48,,,,,,,East Agusta,10603,2015-12-17 06:42:43,SHPR1,995,18
296,501418,32,Schoenhaven,55330,,DEL,2015-12-21 21:22:42,1,2015-12-20 06:39:44,True,71,2015-12-20 16:52:13,2015-12-15 20:58:05,38,2015-12-05 03:56:00,7cdccfe3-1bed-4f8d-acd1-cbf254cb0f18,343402,Mobiles,f877cef4-8637-4409-9b06-8a2477e7489e,Saran Art Silk Saree,238933,29,2015-12-22 15:10:20,,,,,,,Virgieton,72131,2015-12-19 14:54:37,SHPR5,808,84
297,568553,26,North Peyton,66935,,DEL,2015-12-19 12:43:45,1,2015-12-16 16:47:46,False,56,2015-12-18 04:17:57,2015-12-11 02:42:00,76,2015-12-07 00:36:34,94c64e93-d6f2-4e2f-aef4-3c9167968a71,618357,PowerBanks,10119c9c-408b-42f2-8acc-924121d258eb,Laxmi Sarees Border Work Faux Georgette Saree With Blouse Piece,214812,9,2015-12-20 23:55:01,,,,,,,East Bartley,37102,2015-12-12 18:48:14,SHPR6,245,68
298,93449,24,Audryfurt,57871,,SHP,,6,2015-12-20 06:53:37,False,14,,2015-12-14 19:33:07,14,2015-12-03 18:51:04,c52264b0-d05f-45d4-b909-d737f85ed263,129779,Tablets,de89102f-120a-4237-94b6-6eae24322db3,S R Footwear Black Synthetic Leather Men's Formal Shoes (Size: 8),238604,12,2015-12-21 12:11:58,,,,,,,Quitzonchester,26573,2015-12-18 08:24:06,SHPR6,70,51
299,408273,49,South Eleonorabury,28956,,SHP,,4,2015-12-20 02:52:15,True,53,,2015-12-24 16:45:23,65,2015-12-14 19:21:46,930a7989-7fea-44ac-b1df-468f99b222b5,764070,Sports,ee0b2067-1e34-4648-81f9-e14d5b4bc70e,Fastrack TIT747PL01 Men's Watch,892610,9,2015-12-22 16:10:31,,,,,,,North Delsieburgh,64109,2015-12-19 15:15:22,SHPR4,972,92
300,768698,72,Port Neely,47899,,RTO,,1,2015-12-14 00:46:47,True,32,2015-12-16 19:01:06,2015-12-28 22:33:18,28,2015-12-04 03:29:55,1673332a-a85c-4c3a-bb07-cd27371a124d,177109,ComputersandPeripherals,160fde46-e936-4a48-bf3f-54fa185a39e2,Funky Boys SOC-FB4040-C22 Gray/Pink Aviator Sunglasses (Size: Medium),990026,11,2015-12-20 23:15:20,COD_denied,,,,2015-12-14 03:27:32,2015-12-06 06:44:25,South Dasia,93130,2015-12-07 02:09:51,SHPR7,958,55
301,67341,32,Hauckmouth,90132,,DEL,2015-12-21 15:16:28,1,2015-12-20 10:47:55,False,89,2015-12-21 03:21:46,2015-12-01 21:19:57,58,2015-12-07 04:26:18,8744dc82-0cc4-4ffc-85d3-81eb62045e1c,731381,Furnishing,58fccf12-1a74-493f-8f20-3e4753423b3e,Samsung Galaxy A7 (Color: White),536884,30,2015-12-21 23:36:06,,,,,,,Kalenville,31534,2015-12-19 10:07:50,SHPR6,855,51
302,596680,59,Tedport,65792,,RTO,,1,2015-12-18 12:42:53,False,98,2015-12-19 07:47:58,2015-12-13 07:06:26,55,2015-12-06 23:34:05,a0ff9935-b2df-43f2-b7a6-62d2086557ca,153667,Decoratives,68c01fb2-47fc-4639-8437-559d1f8bd003,Xtra 10400mAh Power Bank/Torch/Portable Charger with Samsung Battery for iPhone  Sony,487919,17,2015-12-22 21:45:40,COD_denied,,,,2015-12-30 09:02:56,2015-12-30 20:42:44,Ruiechester,74982,2015-12-18 07:32:40,SHPR4,521,92
303,712965,25,West Camrynstad,17602,,CTD,,1,,False,23,,2015-12-16 20:05:51,65,2015-12-08 19:21:20,0cf78b45-9257-46ed-9d95-14a435a10bab,74190,Sports,511e0771-344c-4df6-9a03-d10000e79eab,Digitek Instant Power DIP 5200B mAh Power Bank- White,414049,8,2015-12-20 12:28:31,,,,,,,Jazminehaven,67296,,SHPR1,954,54
304,212911,6,Torphyhaven,41307,,SHP,,1,2015-12-10 14:28:39,True,63,,2015-12-09 19:04:52,1,2015-12-01 03:05:18,68eba195-0922-460e-8931-0af89a5fd3c7,665963,PowerBanks,f1eb9e48-9150-4d1d-917a-b81de129c96e,Black  Wired Gaming Headphones For Xiaomi Mi  Samsung  iPhone  Sony  HTC  LG  One Plus  Micromax  Spice etc,204427,28,2015-12-21 00:20:22,,,,,,,Bednarview,46589,2015-12-08 16:21:08,SHPR5,848,27
305,532745,15,Dilliefurt,41666,,RTO,,1,2015-12-18 12:43:41,False,82,2015-12-20 03:35:34,2015-12-28 00:20:40,14,2015-12-03 01:24:52,d21a690d-90ed-406c-9281-2314aacc0008,753411,Mobiles,49d64518-2eea-4e4a-bda0-db09516909a6,Fastrack 6095Sl02 Women'S Watch,284926,26,2015-12-20 07:00:26,order_cancelled,,,,2015-12-14 12:20:38,2015-12-10 01:24:25,Hickleview,40649,2015-12-17 13:14:09,SHPR2,759,28
306,273135,90,Rosamondfurt,64833,,RTO,,5,2015-12-19 08:05:23,True,9,2015-12-20 10:08:04,2015-12-15 10:34:49,34,2015-12-14 15:25:56,986187d7-1503-4134-8732-0042c2a582c9,372498,Decoratives,a339474e-563f-4dbb-b92e-6da5eab6620a,Vardhaman Fashion Multicolour Printed Art Silk Saree With Blouse Piece,244354,23,2015-12-22 15:26:46,order_cancelled,,,,2015-12-19 08:20:47,2015-12-21 10:11:52,Port Clydaburgh,47648,2015-12-16 12:14:57,SHPR4,460,45
307,905805,70,Sengermouth,85527,,SHP,,1,2015-12-09 02:50:06,True,43,,2015-12-11 05:26:33,25,2015-12-08 21:25:14,854a0c14-a2ca-4d87-a558-17c5e93cf739,696490,Tablets,b6651d66-d36f-460a-98a7-4199cf28717d,DLink 300 Mbps ADSL Wireless Router DSL2750U,726947,6,2015-12-20 04:38:11,,,,,,,Lake Keli,30504,2015-12-09 01:50:25,SHPR1,533,63
308,248078,73,Lake Arta,12708,,DEL,2015-12-21 18:32:06,4,2015-12-13 16:15:39,False,19,2015-12-21 01:21:17,2015-12-16 05:37:10,93,2015-12-04 00:04:06,96327889-5287-47bb-9327-4716ee245789,824730,Fitness,e55944c4-31d2-4b6c-99d6-00fbfe645fd8,D-Link Wireless N 300 Router (DIR-615),858987,32,2015-12-21 19:25:31,,,,,,,Weberfurt,47241,2015-12-04 01:02:51,SHPR2,619,10
309,292796,20,Artieland,52696,,ITR,,5,2015-12-19 17:08:22,False,20,2015-12-20 08:03:15,2015-12-15 22:40:28,82,2015-12-09 21:38:04,6010d5a2-f4c9-43cf-bdf1-2abdf5cb899c,497079,Tablets,9f645c8d-8996-48aa-88c9-45057f676d10,Moserbaer Swivel 16GB Pen Drive,884458,26,2015-12-22 07:09:43,,,,,,,East Nelia,67229,2015-12-13 22:58:05,SHPR7,460,24
310,987044,1,North Aleaseside,91317,,DEL,2015-12-21 11:27:18,4,2015-12-12 18:48:36,True,37,2015-12-16 08:57:14,2015-12-19 11:22:19,49,2015-12-02 01:20:54,4b657819-7042-4db8-bbbb-fbe05077492d,149602,Sports,2fb63161-f1f0-44eb-b85b-a8f38289df59,Mayur Sarees Cotton Dress Material,556020,24,2015-12-22 21:27:09,,,,,,,Kutchtown,89702,2015-12-04 01:45:18,SHPR4,637,36
311,385444,42,South Kelby,22401,2015-12-21 14:56:09,CAN,,1,2015-12-15 16:23:35,False,81,2015-12-20 21:18:58,2015-12-28 09:53:08,30,2015-12-05 17:51:36,c362238c-97dd-4edd-91b0-f14b150fc06b,772682,Fitness,b6617423-d68b-4853-bf07-1c6b0666dff3,SonyMicroSD8GBMemoryCard,324673,19,2015-12-22 17:17:53,,,,,2015-12-01 13:25:24,2015-12-03 21:03:43,Kutchmouth,70159,2015-12-14 17:27:02,SHPR4,246,82
312,478314,16,West Luraberg,55612,,CTD,,1,,False,86,,2015-12-30 14:19:40,46,2015-12-09 07:46:29,f46a3cde-e17b-43be-95de-cf7b624d81ab,4680,Fitness,d9c1ac5f-f8d2-4864-8c33-a84e4af186a6,Reliance Micro SD 4 GB Memory Card Class 6,756458,8,2015-12-22 08:32:22,,,,,,,Port Reece,07948,,SHPR2,349,32
313,680797,64,North Halleyland,09052,,ITR,,1,2015-12-14 00:18:08,True,66,2015-12-14 15:41:14,2015-12-22 21:32:03,53,2015-12-08 02:32:27,a28dbbd8-64c4-4a58-b1b8-365573d99805,276735,Fitness,54f1e320-a542-4882-a20a-ed8945f76d05,[FREE:1]Kingston 8GB Micro SD Memory Card+Kingston 8GB Micro SD Memory Card+One Free Card Reader[FREE: Free Micro SD Card Reader ],813827,2,2015-12-19 10:03:46,,,,,,,Zulaufhaven,02485,2015-12-11 22:08:25,SHPR3,441,51
314,185689,42,West Kalyn,63532,,ITR,,1,2015-12-17 07:05:04,False,61,2015-12-21 22:13:29,2015-12-24 10:38:51,44,2015-12-05 18:53:48,a3e40e38-ea7a-40e0-a604-c235384274f4,976575,Clothing,05a53b35-fb17-4f63-89d0-65a4e64e4f91,ReWay Black Aviator Sunglasses For Men Size: Medium,474713,33,2015-12-22 08:35:13,,,,,,,Lake Murry,39702,2015-12-17 03:31:19,SHPR3,470,19
315,626047,89,Osinskiberg,55089,,DEL,2015-12-20 09:33:29,5,2015-12-18 12:29:11,True,6,2015-12-20 02:49:39,2015-12-01 00:12:45,93,2015-12-14 18:17:45,1fd62012-1450-4c03-af49-1f6d883a16fe,467200,Furnishing,579e3ddc-65d1-4c32-ad46-eb56efc3fbc7,Gansta Non Metal UV Protection Wayfarer Sunglasses Size: Medium,282194,12,2015-12-20 12:27:16,,,,,,,Eathelfort,67710,2015-12-18 12:00:31,SHPR5,986,55
316,395227,34,East Launafort,09065,,RTO,,1,2015-12-14 08:08:11,True,6,2015-12-18 21:41:44,2015-12-03 09:27:20,71,2015-12-02 05:11:08,d0aa1506-a9c8-4200-90e2-560681862442,595544,Fitness,771c3158-eefc-47b4-a65c-6146e2b03b71,RICO SORDI Mens Black Steel Watch with Sunglass and Wallet Combo,210119,38,2015-12-22 18:32:41,COD_denied,,,,2015-12-20 06:20:41,2015-12-02 12:04:13,Huelstad,78013,2015-12-12 05:22:38,SHPR6,402,14
317,923072,60,Leopoldoshire,23340,,RTN,,1,,False,95,,2015-12-13 18:19:19,41,2015-12-07 04:00:19,4d0cfbae-3bf2-408b-a55f-bffd813a23de,590800,Decoratives,58b83121-6a77-4092-a08b-9c5f4d797b3e,Titan Raga NC9901KM01 Women's Watches,42804,19,,incorrect_product,2015-12-13 12:28:58,2015-12-19 21:59:15,2015-12-25 00:19:26,,,East Kamryn,16564,,SHPR5,450,5
318,430582,45,Delorismouth,48400,2015-12-28 14:29:15,CAN,,1,2015-12-20 17:25:07,True,56,2015-12-21 02:11:02,2015-12-15 04:32:55,51,2015-12-14 12:07:05,7f812958-2346-44c2-8ade-09ab7ffbfdd1,720604,Fitness,2cc16904-aee9-4cc9-8292-0440d7d4f896,Timex Fashion EL04 Men's watch,730258,9,2015-12-22 21:35:15,,,,,2015-12-05 20:44:00,2015-12-06 04:37:28,Tillmanshire,24858,2015-12-16 09:41:24,SHPR4,642,11
319,684045,8,Boganchester,96009,,DEL,2015-12-22 12:11:24,1,2015-12-14 19:21:15,False,6,2015-12-21 08:50:52,2015-12-03 03:10:19,75,2015-12-02 15:10:01,177bf89a-c10b-403f-b491-a1ffc098edd3,854679,Clothing,1aa2da2e-7bcc-4a7f-9567-d13891a94238,Link+ Power Bank 5200mAh BLACK RED with Original SAMSUNG Cells,988350,2,2015-12-21 17:26:42,,,,,,,Port Elissaview,44254,2015-12-14 16:02:07,SHPR1,410,91
320,21026,11,Wilkinsonfurt,61310,,ITR,,1,2015-12-19 12:44:45,True,6,2015-12-19 22:24:10,2015-12-25 13:51:46,88,2015-12-13 21:19:18,ccc1367f-79b8-45e6-8794-18d3aca45ec6,757784,Furnishing,c71879d1-92e5-4d05-bd61-2914a29e3ad2,Fastrack 6098NL03 Women Watch,587607,2,2015-12-19 23:30:49,,,,,,,Darrienview,33326,2015-12-19 04:19:21,SHPR5,625,15
321,700466,28,Lake Evelyne,60485,,DEL,2015-12-21 07:25:27,1,2015-12-17 18:23:07,False,36,2015-12-21 00:14:13,2015-12-24 16:35:52,87,2015-12-10 04:11:07,9a90f886-0fbc-4701-8f39-e6c66d18c5fc,268662,Fitness,8edf39b6-9bb1-4855-9571-d5da59f337fd,Rajni Self Design women's Lehenga  Choli and Dupatta Set (Size: 42),845499,6,2015-12-22 04:04:04,,,,,,,Bradtkeshire,64113,2015-12-15 04:48:17,SHPR5,246,10
322,387800,78,Flatleyfort,73095,,RTO,,1,2015-12-20 09:37:24,False,72,2015-12-21 03:48:24,2015-12-25 18:09:40,35,2015-12-05 06:38:59,cc2cafe9-db90-4d89-bf84-1a2a8384ff00,735896,Decoratives,2fde675d-9de5-4e2f-a808-db34d3f674a3,First Lady Black & Gold Geoegette Bollywwod Designer Saree,503267,35,2015-12-22 03:42:55,incorrect_address,,,,2015-12-06 22:52:29,2015-12-14 23:19:03,Zulaufport,29766,2015-12-17 17:23:54,SHPR2,87,9
323,234659,48,West Alphonsine,49623,,ITR,,1,2015-12-12 12:21:49,False,16,2015-12-15 07:22:35,2015-12-28 04:24:26,16,2015-12-02 07:56:16,ca087000-67f0-4283-a4c2-b445079c843c,790159,ComputersandPeripherals,15eede4a-02c3-42b5-a417-7c430f647397,Saree Sansar Cotton Multicolor Printed Dress Material,832863,24,2015-12-16 10:34:45,,,,,,,Welchburgh,53578,2015-12-04 19:29:25,SHPR7,486,75
324,709147,60,Lake Nancieberg,59968,,SHP,,5,2015-12-19 22:20:19,False,81,,2015-12-04 02:32:00,17,2015-12-14 22:38:47,5f7797a1-75d3-472e-be96-dae60175214f,7654,Decoratives,c1eac8c1-46e6-49fc-8eb3-7efcf469f7d4,[FREE1]Kingston 8GB Micro SD Card Class 4 With Micro SD Card Reader[FREE Color of Freebie may vary as per availability ],942648,12,2015-12-22 15:46:21,,,,,,,Laquitastad,64368,2015-12-19 18:40:13,SHPR1,851,11
325,150522,52,Herminaside,90589,,DEL,2015-12-22 22:49:29,5,2015-12-19 10:23:57,True,35,2015-12-20 23:04:29,2015-12-16 12:30:52,79,2015-12-10 13:15:23,6496ac69-f545-4736-bff1-5653a538eeb3,73846,ComputersandPeripherals,a2c5f087-c2bc-4250-8cc4-172884313d15,Korni Blue Polycotton Mangalgiri Saree Without Blouse Piece,11330,38,2015-12-21 11:53:39,,,,,,,Eichmannshire,30431,2015-12-16 00:44:27,SHPR4,223,11
326,666294,94,Dianton,39135,,RTO,,1,2015-12-19 06:07:58,False,6,2015-12-21 16:08:47,2015-12-03 17:25:35,1,2015-12-03 14:12:43,133d5d0c-a54c-4f0a-9436-df466b488f78,597909,Decoratives,e1702e4e-9f21-4769-b28e-753a78016668,Fastrack Sports 3099SL06 Men's Watch,494366,1,2015-12-22 15:03:49,incorrect_address,,,,2015-12-13 13:29:28,2015-12-27 05:45:49,South Pablo,77135,2015-12-06 16:47:47,SHPR1,322,22
327,538412,83,Port Estefanyborough,66734,,CTD,,3,,True,43,,2015-12-25 22:54:00,69,2015-12-02 00:58:50,ba13c2cd-1257-4f1a-bd0e-6578424ba1e9,250597,Tablets,31086f4e-ad12-43e9-b7e8-2770ae59ebf5,Gansta Gray Non Metal Mirrored Wayfarer Sunglasses (Size: Medium),887472,39,2015-12-18 23:13:08,,,,,,,Dibbertmouth,60205,,SHPR3,81,59
328,255115,20,Sanfordtown,83219,,ITR,,1,2015-12-12 12:38:14,True,34,2015-12-15 01:49:16,2015-12-06 16:43:00,12,2015-12-02 23:22:40,9a2c69aa-dfca-4587-98db-ab4bb1c45311,36573,ComputersandPeripherals,34a551c0-3e1b-41d4-9264-4fade42a9c75,Dealz Sync & Charge Cable For iPhone 4s   Ipad  ipad2 And Ipod - White,910269,31,2015-12-22 16:20:11,,,,,,,South Aloysius,87043,2015-12-07 06:27:48,SHPR5,106,87
329,96470,64,Madelynnville,02969,,CTD,,1,,True,86,,2015-12-04 09:40:48,64,2015-12-13 13:50:55,5c30864c-136c-42bc-960e-ce8581261570,7868,ComputersandPeripherals,d231f97e-a7a3-4cf5-b06e-8e62eb16833b,Janasya Bollywood Deepika Replica Border Saree In Black Color,16984,10,2015-12-21 23:20:47,,,,,,,East Missieburgh,02500,,SHPR3,682,80
